,label,teks,teks_clean,teks_clean_slang,teks_clean_slang_stem
316,0,Ini yang ngeluh bbm naik tuh gaji kecil apa nganggur apa gimana sih?  Kan yang naik minyak dunia wajar lah naik yang di middle east penghasil minyak aja naik gimana indonesia? Yah kalo ngeluh gajinya gacukup buat bensin yah naek angkot udeh jangan ngeluh Sama ngopi lu kurangin,ini yang ngeluh bbm naik tuh gaji kecil apa nganggur apa gimana sih   kan yang naik minyak dunia wajar lah naik yang di middle east penghasil minyak aja naik gimana indonesia  yah kalo ngeluh gajinya gacukup buat bensin yah naek angkot udeh jangan ngeluh sama ngopi lu kurangin,ngeluh bbm naik tuh gaji kecil nganggur sih kan naik minyak dunia wajar naik middle east penghasil minyak naik indonesia ngeluh gajinya gacukup bensin naik angkot sudah jangan ngeluh ngopi lu kurangi,ngeluh bbm naik tuh gaji kecil nganggur sih kan naik minyak dunia wajar naik middle east hasil minyak naik indonesia ngeluh gaji gacukup bensin naik angkot sudah jangan ngeluh ngopi lu kurang
317,1,Sebelumnya Menteri Keuangan Sri Mulyani Indrawati mengatakan BBM Pertamax sampai saat ini juga masih disubsidi Harga di SPBU dijual Rp 12500-Rp 13000 per liter namun seharusnya dg kurs & harga minyak yang naik saat ini harganya Rp 17300 per liter,sebelumnya menteri keuangan sri mulyani indrawati mengatakan bbm pertamax sampai saat ini juga masih disubsidi harga di spbu dijual rp   per liter namun seharusnya dg kurs  harga minyak yang naik saat ini harganya rp  per liter,sebelumnya menteri keuangan sri mulyani indrawati mengatakan bbm pertamax disubsidi harga spbu dijual rp per liter seharusnya kurs harga minyak naik harganya rp per liter,belum menteri uang sri mulyani indrawati kata bbm pertamax subsidi harga spbu jual rp per liter harus kurs harga minyak naik harga rp per liter
318,0,Gila aja sih kl jd naik smp 10rb Dampak minyak goreng sm terigu naik aja udh parah bgt makanan mateng rata2 naik 2-5rb blm lagi ayam sm telur yg termasuk hampir semua org konsumsi Bisa2 beli makan 18rb cuma dpt nasi sm orek tempe,gila aja sih kl jd naik smp  dampak minyak goreng sm terigu naik aja udh parah bgt makanan mateng  naik  blm lagi ayam sm telur yg termasuk hampir semua org konsumsi  beli makan  cuma dpt nasi sm orek tempe,gila sih naik dampak minyak goreng terigu naik sudah parah banget makanan mateng naik belum ayam telur termasuk hampir semua orang konsumsi beli makan cuma nasi orek tempe,gila sih naik dampak minyak goreng terigu naik sudah parah banget makan mateng naik belum ayam telur masuk hampir semua orang konsumsi beli makan cuma nasi orek tempe
319,1,harga minyak dunia itu fluktuatif klo pun turun biasanya engg lama dan semenjak krisis global emng harga minyak dunia itu cenderung naik terusjdi buat menetpkan harga bbm itu gbisa smbarangan harus ada itung2an & analisanya kedepan,harga minyak dunia itu fluktuatif klo pun turun biasanya engg lama dan semenjak krisis global emng harga minyak dunia itu cenderung naik terusjdi buat menetpkan harga bbm itu gbisa smbarangan harus ada   analisanya kedepan,harga minyak dunia fluktuatif turun biasanya engg lama semenjak krisis global memang harga minyak dunia cenderung naik terusjdi menetpkan harga bbm gbisa smbarangan harus analisanya kedepan,harga minyak dunia fluktuatif turun biasa engg lama semenjak krisis global memang harga minyak dunia cenderung naik terusjdi menetpkan harga bbm gbisa smbarangan harus analisanya depan
320,0,Itu kenaikannya gara-gara apa ya ? Kan harga minyak juga lagi turun  https://cnbcindonesiacom ,itu kenaikannya garagara apa ya   kan harga minyak juga lagi turun   ,kenaikannya garagara kan harga minyak turun,naik garagara kan harga minyak turun
321,0,Heboh Kabar Harga Pertalite Naik Harga Minyak Dunia Anjlok!,heboh kabar harga pertalite naik harga minyak dunia anjlok,heboh kabar harga pertalite naik harga minyak dunia anjlok,heboh kabar harga pertalite naik harga minyak dunia anjlok
322,0,Lah emang minyak dunia lagi naik Pemerintah juga ga mudah buat keputusan ky gini Dan ini udah ditahan* karena APBN untuk subsidi BBM terlalu tinggi,lah emang minyak dunia lagi naik pemerintah juga ga mudah buat keputusan ky gini dan ini udah ditahan karena apbn untuk subsidi bbm terlalu tinggi,memang minyak dunia naik pemerintah tidak mudah keputusan kaya begini sudah ditahan apbn subsidi bbm terlalu tinggi,memang minyak dunia naik perintah tidak mudah putus kaya begini sudah tahan apbn subsidi bbm terlalu tinggi
323,1,Harga Minyak dunia Terus Turun Harusnya BBM Bersubsidi Tak Perlu Naik,harga minyak dunia terus turun harusnya bbm bersubsidi tak perlu naik,harga minyak dunia terus turun harusnya bbm bersubsidi tidak perlu naik,harga minyak dunia terus turun harus bbm subsidi tidak perlu naik
324,0,Mulai dari Presiden hingga Menteri DPR DPD Staf Ahli TA di era Pemerintahan ini mana tau dia dampak minyak naik mereka hidup dari uang rakyat sementara rakyat disuruh bertani bercocok tanam ternak bekicot? Mana tu Pancasila dan UUD 1945,mulai dari presiden hingga menteri dpr dpd staf ahli ta di era pemerintahan ini mana tau dia dampak minyak naik mereka hidup dari uang rakyat sementara rakyat disuruh bertani bercocok tanam ternak bekicot  mana tu pancasila dan uud ,mulai presiden hingga menteri dpr dpd staf ahli ta era pemerintahan mana tau dampak minyak naik hidup uang rakyat rakyat disuruh bertani bercocok tanam ternak bekicot mana pancasila uud,mulai presiden hingga menteri dpr dpd staf ahli ta era perintah mana tau dampak minyak naik hidup uang rakyat rakyat suruh tan cocok tanam ternak bekicot mana pancasila uud
325,0,Kmrin minyak goreng naik n solisanya d kukus d rebus dab Skrg BBM naik n solusinya??? Krn klo BBM naik smua ikutan naik n solusinya???,kmrin minyak goreng naik n solisanya d kukus d rebus dab skrg bbm naik n solusinya    krn klo bbm naik smua ikutan naik n solusinya   ,kemarin minyak goreng naik n solisanya kukus rebus dab sekarang bbm naik n solusinya bbm naik semua ikutan naik n solusinya,kemarin minyak goreng naik n solisanya kukus rebus dab sekarang bbm naik n solusi bbm naik semua ikut naik n solusi
326,1,Ini harga pertralite dan solar tidak jadi naik kan pak? Jika benar terimakasih pak Semoga harga minyak mentah dunia segera turun,ini harga pertralite dan solar tidak jadi naik kan pak  jika benar terimakasih pak semoga harga minyak mentah dunia segera turun,harga pertralite solar tidak naik kan pak benar terimakasih pak semoga harga minyak mentah dunia segera turun,harga pertralite solar tidak naik kan pak benar terimakasih pak moga harga minyak mentah dunia segera turun
327,1,Alhamdulillah tidak jadi naik harga BBM semoga harga minyak mentah dunia segera turun,alhamdulillah tidak jadi naik harga bbm semoga harga minyak mentah dunia segera turun,alhamdulillah tidak naik harga bbm semoga harga minyak mentah dunia segera turun,alhamdulillah tidak naik harga bbm moga harga minyak mentah dunia segera turun
328,0,Pakde luar biasa minyak naik terusss ,pakde luar biasa minyak naik terusss ,pakde luar biasa minyak naik terus,pakde luar biasa minyak naik terus
329,1,minyak naik ges ya,minyak naik ges ya,minyak naik ges,minyak naik ges
330,1,Lu makanya pahami efek dari perang Rusia dan Ukraina yg membawa imbas pada minyak dunia dan bahan pangan lainnya Beruntung Indonesia Bisa swasembada pangan sehingga bisa menekan inflasi Yg naik itu Pertamax Dexlite Turbo emang yg demo2 belain siapa ??,lu makanya pahami efek dari perang rusia dan ukraina yg membawa imbas pada minyak dunia dan bahan pangan lainnya beruntung indonesia bisa swasembada pangan sehingga bisa menekan inflasi yg naik itu pertamax dexlite turbo emang yg  belain siapa   ,lu makanya pahami efek perang rusia ukraina membawa imbas minyak dunia bahan pangan beruntung indonesia swasembada pangan menekan inflasi naik pertamax dexlite turbo memang membela,lu makanya paham efek perang rusia ukraina bawa imbas minyak dunia bahan pangan untung indonesia swasembada pangan tekan inflasi naik pertamax dexlite turbo memang bela
331,0,Harga bahan bakar minyak naik tapi barang jasa gak bisa ikut naik nih? Katanya sih inflasi,harga bahan bakar minyak naik tapi barang jasa gak bisa ikut naik nih  katanya sih inflasi,harga bahan bakar minyak naik barang jasa tidak ikut naik nih katanya sih inflasi,harga bahan bakar minyak naik barang jasa tidak ikut naik nih kata sih inflasi
332,1,Pertamax dan Pertalite terpantau tidak jadi naik Malah Pertamax Turbo yang turun Rp2000  Mungkin kah karena Indonesia borong minyak Rusia yang 30% lebih murah daripada Brent dan WTI?,pertamax dan pertalite terpantau tidak jadi naik malah pertamax turbo yang turun   mungkin kah karena indonesia borong minyak rusia yang  lebih murah daripada brent dan wti ,pertamax pertalite terpantau tidak naik malah pertamax turbo turun mungkin indonesia borong minyak rusia lebih murah brent wti,pertamax pertalite pantau tidak naik malah pertamax turbo turun mungkin indonesia borong minyak rusia lebih murah brent wti
333,0,Dan kemarin lupa isi bensin yg tinggal 2 strip Krik Krik Oh @jokowi setelah minyak goreng naik jauh telur naik bensin naik ongkir pasti tambah naik semua naik,dan kemarin lupa isi bensin yg tinggal  strip krik krik oh jokowi setelah minyak goreng naik jauh telur naik bensin naik ongkir pasti tambah naik semua naik,kemarin lupa isi bensin tinggal strip krik krik jokowi minyak goreng naik jauh telur naik bensin naik ongkir tambah naik semua naik,kemarin lupa isi bensin tinggal strip krik krik jokowi minyak goreng naik jauh telur naik bensin naik ongkir tambah naik semua naik
334,0,Klo bensin aja naik kebutuhan juga makin naik Minyak goreng masih tinggi cabe jg masih tinggi Belum soal ppn 11% Wkwkwk gini amat jadi warga sipil,klo bensin aja naik kebutuhan juga makin naik minyak goreng masih tinggi cabe jg masih tinggi belum soal ppn  wkwkwk gini amat jadi warga sipil,bensin naik kebutuhan makin naik minyak goreng tinggi cabe tinggi belum soal ppn wkwkwk begini warga sipil,bensin naik butuh makin naik minyak goreng tinggi cabe tinggi belum soal ppn wkwkwk begini warga sipil
335,0,Baru sebulanan rajin isi minyak pertamax eh harganya malah naik ,baru sebulanan rajin isi minyak pertamax eh harganya malah naik ,baru sebulanan rajin isi minyak pertamax eh harganya malah naik,baru bulan rajin isi minyak pertamax eh harga malah naik
336,1,BBM naik memang karena harga minyak mentah didunia baik Bukan cuma di indonesia aja,bbm naik memang karena harga minyak mentah didunia baik bukan cuma di indonesia aja,bbm naik memang harga minyak mentah didunia baik bukan cuma indonesia,bbm naik memang harga minyak mentah dunia baik bukan cuma indonesia
337,0,Ia semenjak anis pimpin BBM naik 13 kali pph naik tarif dasar listrik naik tiket pesawat naik sertifikat bodong minyak goreng langka stop import malah makin banyak importesemka dl,ia semenjak anis pimpin bbm naik  kali pph naik tarif dasar listrik naik tiket pesawat naik sertifikat bodong minyak goreng langka stop import malah makin banyak importesemka dl,semenjak anis pimpin bbm naik kali pph naik tarif dasar listrik naik tiket pesawat naik sertifikat bodong minyak goreng langka stop import malah makin banyak importesemka dulu,semenjak anis pimpin bbm naik kali pph naik tarif dasar listrik naik tiket pesawat naik sertifikat bodong minyak goreng langka stop import malah makin banyak importesemka dulu
338,0,oligarki sukses naikin harga minyak goreng tanpa ada perlawanan berarti dari pemerintah yg seharus nya melindungi rakyat nya maka dia seenaknya naikin harga2 yg lain nya seperti sekarang ini telor dan mungkin barang2 yg lain nya sebentar lagi,oligarki sukses naikin harga minyak goreng tanpa ada perlawanan berarti dari pemerintah yg seharus nya melindungi rakyat nya maka dia seenaknya naikin  yg lain nya seperti sekarang ini telor dan mungkin  yg lain nya sebentar lagi,oligarki sukses naikin harga minyak goreng perlawanan berarti pemerintah seharus melindungi rakyat seenaknya naikin sekarang telor mungkin sebentar,oligarki sukses naikin harga minyak goreng lawan arti perintah harus lindung rakyat enak naikin sekarang telor mungkin sebentar
339,0,Tolong dong naikin gaji juga minyak naik gaji tak naik ntar beli minyak aja gak makan2,tolong dong naikin gaji juga minyak naik gaji tak naik ntar beli minyak aja gak ,tolong dong naikin gaji minyak naik gaji tidak naik entar beli minyak tidak,tolong dong naikin gaji minyak naik gaji tidak naik entar beli minyak tidak
340,1,Harga Bahan Minyak Dunia terus naik hingga hari ini Saya yg kerja di Kapal di Eropa saja juga kena impact Harus meminimalisir penggunaan bahan bakar karna naik Kalo di Indo gak boleh naik mending jalan kaki aja Biar beban negara gak makin mahal Ato naik transportasi umum,harga bahan minyak dunia terus naik hingga hari ini saya yg kerja di kapal di eropa saja juga kena impact harus meminimalisir penggunaan bahan bakar karna naik kalo di indo gak boleh naik mending jalan kaki aja biar beban negara gak makin mahal ato naik transportasi umum,harga bahan minyak dunia terus naik hingga hari kerja kapal eropa kena impact harus meminimalisir penggunaan bahan bakar naik indonesia tidak naik mending jalan kaki biar beban negara tidak makin mahal naik transportasi umum,harga bahan minyak dunia terus naik hingga hari kerja kapal eropa kena impact harus meminimalisir guna bahan bakar naik indonesia tidak naik mending jalan kaki biar beban negara tidak makin mahal naik transportasi umum
341,1,Susah bro jelasin sama orang yang sudah benciDia gak liat harga minyak dunia kenapa bisa naiknya dan berapa kenaikannya Memang BBM naik semua ikut naik tapi kalau terus tersubsidi APBN bisa hancur dan negara bisa berantakan,susah bro jelasin sama orang yang sudah bencidia gak liat harga minyak dunia kenapa bisa naiknya dan berapa kenaikannya memang bbm naik semua ikut naik tapi kalau terus tersubsidi apbn bisa hancur dan negara bisa berantakan,susah bro jelasin orang sudah bencidia tidak lihat harga minyak dunia naiknya berapa kenaikannya memang bbm naik semua ikut naik terus tersubsidi apbn hancur negara berantakan,susah bro jelasin orang sudah bencidia tidak lihat harga minyak dunia naik berapa naik memang bbm naik semua ikut naik terus subsidi apbn hancur negara beranta
342,1,Menteri Keuangan Sri Mulyani Indrawati mengatakan BBM Pertamax sampai saat ini juga masih disubsidi Harga di SPBU dijual Rp 12500-Rp 13000 per liter namun seharusnya dengan kurs dan harga minyak yang naik saat ini harganya Rp 17300 per liter,menteri keuangan sri mulyani indrawati mengatakan bbm pertamax sampai saat ini juga masih disubsidi harga di spbu dijual rp   per liter namun seharusnya dengan kurs dan harga minyak yang naik saat ini harganya rp  per liter,menteri keuangan sri mulyani indrawati mengatakan bbm pertamax disubsidi harga spbu dijual rp per liter seharusnya kurs harga minyak naik harganya rp per liter,menteri uang sri mulyani indrawati kata bbm pertamax subsidi harga spbu jual rp per liter harus kurs harga minyak naik harga rp per liter
343,0,Hah aku belum isi minyak keretaaaa Belum naik kan harganya?????,hah aku belum isi minyak keretaaaa belum naik kan harganya     ,hah aku belum isi minyak keretaaaa belum naik kan harganya,hah aku belum isi minyak keretaaaa belum naik kan harga
344,1,Bakal naik ni minyak besok bakal jarang keluar jalan jalan,bakal naik ni minyak besok bakal jarang keluar jalan jalan,bakal naik minyak besok bakal jarang keluar jalan jalan,bakal naik minyak besok bakal jarang keluar jalan jalan
345,1,Negara kita hanya ingin tetap stabil dan Bukan untuk memperpuruk rakyat kecil Subsidi tidak lah dihapus namun hanya tejadi penyesuaian harga karena harga minyak aslinya emang naik Semua masih logis dan saya belum lihat bagian tidak masuk akalnyaYg kontra malah tidak logis,negara kita hanya ingin tetap stabil dan bukan untuk memperpuruk rakyat kecil subsidi tidak lah dihapus namun hanya tejadi penyesuaian harga karena harga minyak aslinya emang naik semua masih logis dan saya belum lihat bagian tidak masuk akalnyayg kontra malah tidak logis,negara tetap stabil bukan memperpuruk rakyat kecil subsidi tidak dihapus tejadi penyesuaian harga harga minyak aslinya memang naik semua logis belum lihat bagian tidak masuk akalnyayg kontra malah tidak logis,negara tetap stabil bukan puruk rakyat kecil subsidi tidak hapus tejadi sesuai harga harga minyak asli memang naik semua logis belum lihat bagi tidak masuk akalnyayg kontra malah tidak logis
346,1,sejak pertama kali bisa naik kendaraan bermotor dan setiap ada kenaikan bahan bakar minyak tidak sekalipun minat ngantri untuk ngisi tangki full,sejak pertama kali bisa naik kendaraan bermotor dan setiap ada kenaikan bahan bakar minyak tidak sekalipun minat ngantri untuk ngisi tangki full,sejak pertama kali naik kendaraan bermotor kenaikan bahan bakar minyak tidak sekalipun minat mengantri ngisi tangki full,sejak pertama kali naik kendara motor naik bahan bakar minyak tidak sekalipun minat antri ngisi tangki full
347,1,Pendapat kalian tentang bbm naik? Menurut gue sih udah sewajarnya karna minyak bumi kita gak unlimited kayak kuota smartpren jadi yaa someday akan naik juga sih menurut gue,pendapat kalian tentang bbm naik  menurut gue sih udah sewajarnya karna minyak bumi kita gak unlimited kayak kuota smartpren jadi yaa someday akan naik juga sih menurut gue,pendapat kalian bbm naik gue sih sudah sewajarnya minyak bumi tidak unlimited kayak kuota smartpren someday naik sih gue,dapat kalian bbm naik gue sih sudah wajar minyak bumi tidak unlimited kayak kuota smartpren someday naik sih gue
348,1,Isu harga minyak naik spbu pada rame Kenapa pada berbondong beli sekarang toh bbrp hari kedepan juga beli minyak juga dengan harga yg misalkan jadi naik nantinya,isu harga minyak naik spbu pada rame kenapa pada berbondong beli sekarang toh bbrp hari kedepan juga beli minyak juga dengan harga yg misalkan jadi naik nantinya,isu harga minyak naik spbu rame berbondong beli sekarang beberapa hari kedepan beli minyak harga misalkan naik nantinya,isu harga minyak naik spbu rame bondong beli sekarang beberapa hari depan beli minyak harga misal naik nanti
349,0,Harga minyak dunia turun BBM kita naik sebaiknya JOKOWI turun saja bersama turunnya harga minyak dunia itu lebih deal,harga minyak dunia turun bbm kita naik sebaiknya jokowi turun saja bersama turunnya harga minyak dunia itu lebih deal,harga minyak dunia turun bbm naik sebaiknya jokowi turun bersama turunnya harga minyak dunia lebih deal,harga minyak dunia turun bbm naik baik jokowi turun sama turun harga minyak dunia lebih deal
350,0,Baru banget beli printilan melukis buat weekend Masih shock harga canvas dan cat minyak naik ,baru banget beli printilan melukis buat weekend masih shock harga canvas dan cat minyak naik ,baru banget beli printilan melukis weekend shock harga canvas cat minyak naik,baru banget beli printilan luk weekend shock harga canvas cat minyak naik
351,0,Minyak PP Senin-Kamis jeulingke Montasik dah berapaeh BBM naik Ini sulit tapi berat,minyak pp seninkamis jeulingke montasik dah berapaeh bbm naik ini sulit tapi berat,minyak pp seninkamis jeulingke montasik deh berapaeh bbm naik sulit berat,minyak pp seninkamis jeulingke montasik deh berapaeh bbm naik sulit berat
352,1,Harga minyak di SPBU naik 10000 ah biasanya beli ketengan juga segitu,harga minyak di spbu naik  ah biasanya beli ketengan juga segitu,harga minyak spbu naik ah biasanya beli ketengan segitu,harga minyak spbu naik ah biasa beli keteng segitu
353,1,kena prank ga jadi naik wkwkwkwk gitu dong harga minyak turun kok,kena prank ga jadi naik wkwkwkwk gitu dong harga minyak turun kok,kena prank tidak naik wkwkwkwk dong harga minyak turun kok,kena prank tidak naik wkwkwkwk dong harga minyak turun kok
354,0,Barusan aku cek juga banyak foto orang2 pada ngantriiii  berburuuu sebelum naik Ya ampun udah kaya minyak goreng fix  Tapi emang bikin panik sih,barusan aku cek juga banyak foto  pada ngantriiii  berburuuu sebelum naik ya ampun udah kaya minyak goreng fix  tapi emang bikin panik sih,barusan aku cek banyak foto ngantriiii berburuuu naik ampun sudah kaya minyak goreng fix memang panik sih,barusan aku cek banyak foto ngantriiii berburuuu naik ampun sudah kaya minyak goreng fix memang panik sih
355,1,Apa banyak yg kena prank gara2 info bbm naik? ,apa banyak yg kena prank  info bbm naik  ,banyak kena prank info bbm naik,banyak kena prank info bbm naik
356,0,Parah bbm yang naik aja gorengan juga bisa naik loh padahal kan gorengnya make minyak sayur bukan bensin,parah bbm yang naik aja gorengan juga bisa naik loh padahal kan gorengnya make minyak sayur bukan bensin,parah bbm naik gorengan naik loh padahal kan gorengnya memakai minyak sayur bukan bensin,parah bbm naik goreng naik loh padahal kan goreng pakai minyak sayur bukan bensin
357,0,KILAS BALIK : Katanya partai WONG CILIK gak taunya partai WONG LICIK BBM NAIK sebaiknya JOKOWI turun karena Jokowi bukan membela wong cilik tapi membela wong cina & oligarki padahal saat ini harga minyak dunia sedang turun,kilas balik  katanya partai wong cilik gak taunya partai wong licik bbm naik sebaiknya jokowi turun karena jokowi bukan membela wong cilik tapi membela wong cina  oligarki padahal saat ini harga minyak dunia sedang turun,kilas balik katanya partai wong cilik tidak taunya partai wong licik bbm naik sebaiknya jokowi turun jokowi bukan membela wong cilik membela wong cina oligarki padahal harga minyak dunia sedang turun,kilas balik kata partai wong cilik tidak tau partai wong licik bbm naik baik jokowi turun jokowi bukan bela wong cilik bela wong cina oligarki padahal harga minyak dunia sedang turun
358,1,bukannya BBM naik karena harga minyak dunia naik akibat perang juga? kalo pemerintah trus neken subsidi malah lebih kacau kek Venezuela,bukannya bbm naik karena harga minyak dunia naik akibat perang juga  kalo pemerintah trus neken subsidi malah lebih kacau kek venezuela,bukannya bbm naik harga minyak dunia naik akibat perang pemerintah terus neken subsidi malah lebih kacau kayak venezuela,bukan bbm naik harga minyak dunia naik akibat perang perintah terus neken subsidi malah lebih kacau kayak venezuela
359,1,Ga bisa mbaknya bilang ga maju2 Di berita itu adalah soal dex turbo cs Yg mana itu ga subsidi dan jelas harga ikut perkembangan minyak dunia Skrg yg antri mayoritas adalah pertalite pertamax dimana dikabarkan akan naik dan kita gtau subsidi e mau dipotong apa ga,ga bisa mbaknya bilang ga  di berita itu adalah soal dex turbo cs yg mana itu ga subsidi dan jelas harga ikut perkembangan minyak dunia skrg yg antri mayoritas adalah pertalite pertamax dimana dikabarkan akan naik dan kita gtau subsidi e mau dipotong apa ga,tidak mbaknya bilang tidak berita soal dex turbo cs mana tidak subsidi jelas harga ikut perkembangan minyak dunia sekarang antri mayoritas pertalite pertamax dikabarkan naik gtau subsidi e mau dipotong tidak,tidak mbak bilang tidak berita soal dex turbo cs mana tidak subsidi jelas harga ikut kembang minyak dunia sekarang antri mayoritas pertalite pertamax kabar naik gtau subsidi e mau potong tidak
360,0,BBM naik efek domino ujung2nya beras naik minyak naik emak marah2 mulu di rumah Ngomel2 jualannya sepi karena warung pecel dia sepi Rumah jd horor waktu kitA rebahan main ML jadi ga tenang Kalo ga kuat orang tua kita bisa cere anaknya jadi gembel kak,bbm naik efek domino  beras naik minyak naik emak  mulu di rumah  jualannya sepi karena warung pecel dia sepi rumah jd horor waktu kita rebahan main ml jadi ga tenang kalo ga kuat orang tua kita bisa cere anaknya jadi gembel kak,bbm naik efek domino beras naik minyak naik emak mulu rumah jualannya sepi warung pecel sepi rumah horor waktu rebahan main ml tidak tenang tidak kuat orang tua cere anaknya gembel kak,bbm naik efek domino beras naik minyak naik emak mulu rumah jual sepi warung pecel sepi rumah horor waktu rebah main ml tidak tenang tidak kuat orang tua cere anak gembel kak
361,1,harga minyak dunia lagi naik BBM jadi naik jadi lu pada ngausa overspending apalagi ngabisin bengsin buat hal ga penting,harga minyak dunia lagi naik bbm jadi naik jadi lu pada ngausa overspending apalagi ngabisin bengsin buat hal ga penting,harga minyak dunia naik bbm naik lu ngausa overspending ngabisin bengsin tidak penting,harga minyak dunia naik bbm naik lu ngausa overspending ngabisin bengsin tidak penting
362,0,Apa saya tdk salah baca ?  Harganya malah turun utk bbm mewah tsb Aneh juga Kalau harga minyak dunia naik kok bbm mewah tsb malah diturunkan?  Padahal yg pertalite bersubsidi malah akan dinaikkan,apa saya tdk salah baca    harganya malah turun utk bbm mewah tsb aneh juga kalau harga minyak dunia naik kok bbm mewah tsb malah diturunkan   padahal yg pertalite bersubsidi malah akan dinaikkan,tidak salah baca harganya malah turun bbm mewah tersebut aneh harga minyak dunia naik kok bbm mewah tersebut malah diturunkan padahal pertalite bersubsidi malah dinaikkan,tidak salah baca harga malah turun bbm mewah sebut aneh harga minyak dunia naik kok bbm mewah sebut malah turun padahal pertalite subsidi malah naik
363,0,kasian ya yang terdampak harga bensin naik tapi kayak gw yg berkecimpung di dunia minyak no comment mau gimana lagi harga minyak mentah mahal dan belum juga biaya prosesnya untuk jadi bensin mahal semua,kasian ya yang terdampak harga bensin naik tapi kayak gw yg berkecimpung di dunia minyak no comment mau gimana lagi harga minyak mentah mahal dan belum juga biaya prosesnya untuk jadi bensin mahal semua,kasihan terdampak harga bensin naik kayak gue berkecimpung dunia minyak no comment mau harga minyak mentah mahal belum biaya prosesnya bensin mahal semua,kasihan dampak harga bensin naik kayak gue kecimpung dunia minyak no comment mau harga minyak mentah mahal belum biaya proses bensin mahal semua
364,1,Minyak dunia naik jd ikut naik biasa nya itu yg saya tau,minyak dunia naik jd ikut naik biasa nya itu yg saya tau,minyak dunia naik ikut naik biasa tau,minyak dunia naik ikut naik biasa tau
365,1,Solusi lain ya anda jangan menggunakan bbm kalau gak mau harga naiksemakin lama stok minyak dunia menipis,solusi lain ya anda jangan menggunakan bbm kalau gak mau harga naiksemakin lama stok minyak dunia menipis,solusi jangan menggunakan bbm tidak mau harga naiksemakin lama stok minyak dunia menipis,solusi jangan guna bbm tidak mau harga naiksemakin lama stok minyak dunia tip
366,1,Emang isi bensin sblm harga naik bakal abadi ya bensin nya di dalem tangki minyak,emang isi bensin sblm harga naik bakal abadi ya bensin nya di dalem tangki minyak,memang isi bensin harga naik bakal abadi bensin dalem tangki minyak,memang isi bensin harga naik bakal abadi bensin dalem tangki minyak
367,1,emang semuanya lagi pada naik si minyak juga naik pokoknya rata2 pada naik harga,emang semuanya lagi pada naik si minyak juga naik pokoknya  pada naik harga,memang semuanya naik sih minyak naik pokoknya naik harga,memang semua naik sih minyak naik pokok naik harga
368,0, kalian sedih ga sih bensin naik? mie telor minyak semuanya naik anak2 rantau kaya kita malah jadi makin seret ya keperluan makin naik mau minta orang tua juga gimana ya Sedih, kalian sedih ga sih bensin naik  mie telor minyak semuanya naik  rantau kaya kita malah jadi makin seret ya keperluan makin naik mau minta orang tua juga gimana ya sedih,kalian sedih tidak sih bensin naik mie telor minyak semuanya naik rantau kaya malah makin seret keperluan makin naik mau meminta orang tua sedih,kalian sedih tidak sih bensin naik mie telor minyak semua naik rantau kaya malah makin seret perlu makin naik mau minta orang tua sedih
369,0,telor naik mie naik bensin naik minyak naik semua naik aneh bgt,telor naik mie naik bensin naik minyak naik semua naik aneh bgt,telor naik mie naik bensin naik minyak naik semua naik aneh banget,telor naik mie naik bensin naik minyak naik semua naik aneh banget
370,1,Mungkin ini bisa dipelintir sebagai opini klasik tapi ngelihat orang berbondong panic buying demi minyak sebelum harganya naik kayaknya buang2 waktu/tenaga ga sih Toh harganya tetap bakal naik ke depan dan yg  toh sia sia juga,mungkin ini bisa dipelintir sebagai opini klasik tapi ngelihat orang berbondong panic buying demi minyak sebelum harganya naik kayaknya  waktutenaga ga sih toh harganya tetap bakal naik ke depan dan yg  toh sia sia juga,mungkin dipelintir opini klasik melihat orang berbondong panic buying minyak harganya naik kayaknya waktutenaga tidak sih harganya tetap bakal naik depan sia sia,mungkin pelintir opini klasik lihat orang bondong panic buying minyak harga naik kayak waktutenaga tidak sih harga tetap bakal naik depan sia sia
371,0,Nonton tv & nonton youtube bikin kaya orang lain sedangkan yang nonton makin kere boros kuota boros listrik  BBM naik cukup denger dari radio min Uang buat beli kuota alokasikan ke minyak goreng,nonton tv  nonton youtube bikin kaya orang lain sedangkan yang nonton makin kere boros kuota boros listrik  bbm naik cukup denger dari radio min uang buat beli kuota alokasikan ke minyak goreng,menonton tv menonton youtube kaya orang menonton makin kere boros kuota boros listrik bbm naik cukup dengar radio min uang beli kuota alokasikan minyak goreng,tonton tv tonton youtube kaya orang tonton makin kere boros kuota boros listrik bbm naik cukup dengar radio min uang beli kuota alokasi minyak goreng
372,1,Sebenarnya harga BBM naik itu wajar karna harga di sini jauh di bawah harga minyak dunia Tapi rakyat kita (terutama menengah ke atas) udah kebiasaan di subsidi jadi wajar kalau resah ,sebenarnya harga bbm naik itu wajar karna harga di sini jauh di bawah harga minyak dunia tapi rakyat kita terutama menengah ke atas udah kebiasaan di subsidi jadi wajar kalau resah ,sebenarnya harga bbm naik wajar harga jauh bawah harga minyak dunia rakyat terutama menengah atas sudah kebiasaan subsidi wajar resah,benar harga bbm naik wajar harga jauh bawah harga minyak dunia rakyat utama tengah atas sudah biasa subsidi wajar resah
